Asset Tag,Asset Type,Asset Type Description,Site,Location,Serial No,Manufacturer,Model,Category,Category,Category,Category,Category,Category,Category,Category,Grade,Grade,Grade,Grade,Physics,Chemistry,Biology,Science,Math
4470,IR CPS Remotes,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
4471,IR CPS Remotes,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
4472,IR CPS Remotes,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
4473,IR CPS Remotes,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
4474,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa598,einstruction.com,,,,,,,,,,,,,,,,,,
4475,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa59c,einstruction.com,,,,,,,,,,,,,,,,,,
4476,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa5a3,einstruction.com,,,,,,,,,,,,,,,,,,
4477,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa498,einstruction.com,,,,,,,,,,,,,,,,,,
4478,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa534,einstruction.com,,,,,,,,,,,,,,,,,,
4479,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa536,einstruction.com,,,,,,,,,,,,,,,,,,
4480,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa546,einstruction.com,,,,,,,,,,,,,,,,,,
4481,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa54d,einstruction.com,,,,,,,,,,,,,,,,,,
4482,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa575,einstruction.com,,,,,,,,,,,,,,,,,,
4483,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa49c,einstruction.com,,,,,,,,,,,,,,,,,,
4484,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa538,einstruction.com,,,,,,,,,,,,,,,,,,
4485,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa53d,einstruction.com,,,,,,,,,,,,,,,,,,
4486,Pulse RF CPS Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
4487,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa6f5,einstruction.com,,,,,,,,,,,,,,,,,,
4488,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa556,einstruction.com,,,,,,,,,,,,,,,,,,
4489,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa579,einstruction.com,,,,,,,,,,,,,,,,,,
4490,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa4b0,einstruction.com,,,,,,,,,,,,,,,,,,
4491,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa4d9,einstruction.com,,,,,,,,,,,,,,,,,,
4492,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa4df,einstruction.com,,,,,,,,,,,,,,,,,,
4493,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa4e6,einstruction.com,,,,,,,,,,,,,,,,,,
4494,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa4ed,einstruction.com,,,,,,,,,,,,,,,,,,
4495,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204f96d3,einstruction.com,,,,,,,,,,,,,,,,,,
4496,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204f96b2,einstruction.com,,,,,,,,,,,,,,,,,,
4497,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa697,einstruction.com,,,,,,,,,,,,,,,,,,
4498,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa6a9,einstruction.com,,,,,,,,,,,,,,,,,,
4499,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa562,einstruction.com,,,,,,,,,,,,,,,,,,
4500,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa560,einstruction.com,,,,,,,,,,,,,,,,,,
4501,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa4f9,einstruction.com,,,,,,,,,,,,,,,,,,
4502,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa4b3,einstruction.com,,,,,,,,,,,,,,,,,,
4503,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa4de,einstruction.com,,,,,,,,,,,,,,,,,,
4504,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa4e4,einstruction.com,,,,,,,,,,,,,,,,,,
4505,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa4e9,einstruction.com,,,,,,,,,,,,,,,,,,
4506,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa561,einstruction.com,,,,,,,,,,,,,,,,,,
4507,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa494,einstruction.com,,,,,,,,,,,,,,,,,,
4508,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa5f7,einstruction.com,,,,,,,,,,,,,,,,,,
4509,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa303,einstruction.com,,,,,,,,,,,,,,,,,,
4510,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa608,einstruction.com,,,,,,,,,,,,,,,,,,
4511,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa610,einstruction.com,,,,,,,,,,,,,,,,,,
4512,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa615,einstruction.com,,,,,,,,,,,,,,,,,,
4513,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa5ab,einstruction.com,,,,,,,,,,,,,,,,,,
4514,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204f916a,einstruction.com,,,,,,,,,,,,,,,,,,
4515,Pulse RF CPS Remote,,Stephens Hall,STPH 120,,einstruction.com,,,,,,,,,,,,,,,,,,
4516,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa566,einstruction.com,,,,,,,,,,,,,,,,,,
4517,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa5c9,einstruction.com,,,,,,,,,,,,,,,,,,
4518,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa5d0,einstruction.com,,,,,,,,,,,,,,,,,,
4519,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa60b,einstruction.com,,,,,,,,,,,,,,,,,,
4520,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa5ae,einstruction.com,,,,,,,,,,,,,,,,,,
4521,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa56d,einstruction.com,,,,,,,,,,,,,,,,,,
4522,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa5c6,einstruction.com,,,,,,,,,,,,,,,,,,
4523,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa5cc,einstruction.com,,,,,,,,,,,,,,,,,,
4524,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa5da,einstruction.com,,,,,,,,,,,,,,,,,,
4525,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa57c,einstruction.com,,,,,,,,,,,,,,,,,,
4526,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa583,einstruction.com,,,,,,,,,,,,,,,,,,
4527,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa563,einstruction.com,,,,,,,,,,,,,,,,,,
4528,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa570,einstruction.com,,,,,,,,,,,,,,,,,,
4529,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa595,einstruction.com,,,,,,,,,,,,,,,,,,
4530,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa59b,einstruction.com,,,,,,,,,,,,,,,,,,
4531,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa580,einstruction.com,,,,,,,,,,,,,,,,,,
4532,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204f9032,einstruction.com,,,,,,,,,,,,,,,,,,
4533,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa704,einstruction.com,,,,,,,,,,,,,,,,,,
4534,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204f96cd,einstruction.com,,,,,,,,,,,,,,,,,,
4535,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa584,einstruction.com,,,,,,,,,,,,,,,,,,
4536,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa58a,einstruction.com,,,,,,,,,,,,,,,,,,
4537,Pulse RF CPS Remote,,Stephens Hall,STPH 120,204fa573,einstruction.com,,,,,,,,,,,,,,,,,,
4538,IR CPS Receiver,,Stephens Hall,STPH 120,2.01031E+12,einstruction.com,,,,,,,,,,,,,,,,,,
4539,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4540,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4541,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4542,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4543,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4544,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4545,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4546,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4547,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4548,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4549,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4550,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4551,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4552,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4553,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4554,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4555,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4556,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4557,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4558,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4559,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4560,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4561,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4562,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4563,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4564,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4565,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4566,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4567,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4568,Scientific Notebook Software,Scientific Notebook Software V.5.5 By Mackichan,Stephens Hall,STPH 120,,Mackichan,V.5.5,,,,,,,,,,,,,,,,,
4569,Flinn Balance,,Stephens Hall,STPH 120,25650171,Flinn Scientific,0B2091/0B2092,,,,,,,,,,,,,,,,,
4570,Flinn Balance,,Stephens Hall,STPH 120,25650165,Flinn Scientific,0B2091/0B2092,,,,,,,,,,,,,,,,,
4571,Cabela's Waders,Work Boots,Stephens Hall,100,, ,,,,,,,,,,,,,,,,,,
4572,Flip Video,,Stephens Hall,STPH 120,, ,,,,,,,,,,,,,,,,,,
4573,Flip Video,,Stephens Hall,STPH 120,, ,,,,,,,,,,,,,,,,,,
4574,Flip Video,,Stephens Hall,STPH 120,, ,,,,,,,,,,,,,,,,,,
4575,Flip Video,,Stephens Hall,STPH 120,, ,,,,,,,,,,,,,,,,,,
4576,Flip Video,,Stephens Hall,STPH 120,, ,,,,,,,,,,,,,,,,,,
4577,Flip Video,,Stephens Hall,STPH 120,, ,,,,,,,,,,,,,,,,,,
4578,Flip Video,,Stephens Hall,STPH 120,, ,,,,,,,,,,,,,,,,,,
4579,Flip Video,,Stephens Hall,STPH 120,, ,,,,,,,,,,,,,,,,,,
4580,Bootfoot Wader,Women's 10 in STPH 100,Stephens Hall,STPH 120,, ,,,,,,,,,,,,,,,,,,
4581,Dukane Multimedia LCD projecto,,Stephens Hall,STPH 120,, ,,,,,,,,,,,,,,,,,,
4582,National Optical Digital Scope,Compound scope and box of accessories,Stephens Hall,205,, ,,,,,,,,,,,,,,,,,,
4583,National Optical Digital Scope,Compound scope and box of accessories,Stephens Hall,205,, ,,,,,,,,,,,,,,,,,,
4584,National Optical Digital Scope,Compound scope and box of accessories,Stephens Hall,205,, ,,,,,,,,,,,,,,,,,,
4585,National Optical Digital Scope,Compound scope and box of accessories,Stephens Hall,205,, ,,,,,,,,,,,,,,,,,,
4586,Digital Dissecting Microscope,,Stephens Hall,205,,Lecia,E24D,,,,,,,,,,,,,,,,,
4587,Digital Dissecting Microscope,,Stephens Hall,205,,Lecia,E24D,,,,,,,,,,,,,,,,,
4588,Digital Dissecting Microscope,,Stephens Hall,205,,Lecia,E24D,,,,,,,,,,,,,,,,,
4589,Skeleton with Stand,Stand and plasric chart set of 5,Stephens Hall,STPH 120,, ,,,,,,,,,,,,,,,,,,
4590,Pro-Set Frog,preserved specimen display,Stephens Hall,110,,NASCO,,,,,,,,,,,,,,,,,,
4591,Butterfly Families,In Ricker Mount Display box,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4592,Giant Earth Model,"With built in solar panel and didgital display. includes: globe, booklet, CD, flash light, base and chain, square reflector",Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4593,steric Demostrator,"Magnetic line-of-Force. 2 display, 2 magnets, storage box",Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4594,Gallon Guy,Liquid measurment demostrator manipulative,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4595,Five Senses Model Kit,,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4596,Human Ear Model,"Cross section, soft foam",Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4597,Human Eye Model,"Cross sectoin, soft foam",Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4598,Earth Model,"Cross section, soft foam",Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4599,Wireless Eggspert,Wireless game system,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4600,Stethoscope,store in green box individually,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4601,Stethoscope,store in green box individually,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4602,Stethoscope,store in green box individually,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4603,Stethoscope,store in green box individually,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4604,Stethoscope,store in green box individually,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4605,Stethoscope,store in green box individually,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4606,Stethoscope,store in green box individually,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4607,Stethoscope,store in green box individually,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4608,Stethoscope,store in green box individually,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4609,Stethoscope,store in green box individually,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4610,Stethoscope,store in green box individually,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4611,Stethoscope,store in green box individually,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4612,Stethoscope,store in green box individually,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4613,Stethoscope,store in green box individually,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4614,Stethoscope,store in green box individually,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4615,Skelton Dust Cover,,Stephens Hall,STPH 120,, ,,,,,,,,,,,,,,,,,,
4616,Oakton Aspirator Pump,,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4617,Nicolet,,Stephens Hall,110,, ,1S5 IT1R,,,,,,,,,,,,,,,,,
4618,BOOK- Hands-On Standards,Grades 5-6,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4619,Solar System Model,,Stephens Hall,110,,Hubbard,,,,,,,,,,,,,,,,,,
4620,GeoSafari Talking Globe,,Stephens Hall,110,,Hubbard,,,,,,,,,,,,,,,,,,
4621,Geology Demostration Kit,,Stephens Hall,110,,Hubbard,,,,,,,,,,,,,,,,,,
4622,Weather Model,,Stephens Hall,110,,Hubbard,,,,,,,,,,,,,,,,,,
4623,Water Cycle Moadel,,Stephens Hall,110,,Hubbard,,,,,,,,,,,,,,,,,,
4624,Human Model- Mini Torso,12 parts,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4625,Enviorscape,non point source kit,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4626,Giant Magnetic Pattern Blocks,92 pieces,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4627,Giant Magnetics Fraction,Circles & Bars 102 pieces,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4628,Giant Magnetic Place Value,Blocks 121 pieces,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4629,Kinex Education,"Forces, Energy, and Motion",Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4630,Kinex Education,"Forces, Energy, and Motion",Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4631,Kinex Education,"Forces, Energy, and Motion",Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4632,Kinex Education,"Forces, Energy, and Motion",Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4633,Plant Cell Model,,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4634,Animal Cell Model,,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4635,Math Quiz Gameshow Grades 1-3,,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4636,Math Quiz Gameshow Grades 1-3,,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4637,Math Quiz Gameshow Grades 4-6,,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4638,Math Quiz Gameshow Grades 4-6,,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4639,Instant Learning Centers,Color Mixing,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4640,Instant Learning Centers,Color Mixing,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4641,Instant Learning Centers,Color Mixing,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4642,Instant Learning Centers 2,Life Cycles,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4643,Instant Learning Centers 2,Life Cycles,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4644,Instant Learning Centers 2,Life Cycles,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4645,Instant Learning Centers 3,Plants,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4646,Instant Learning Centers 3,Plants,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4647,Instant Learning Centers 3,Plants,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4648,Instant Learning Centers 4,Nutrition,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4649,Instant Learning Centers 4,Nutrition,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4650,Instant Learning Centers 4,Nutrition,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4651,Instant Learning Centers 5,My Body,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4652,Instant Learning Centers 5,My Body,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4653,Instant Learning Centers 5,My Body,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4654,Instant Learning Centers 6,Weather & Seasons,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4655,Instant Learning Centers 6,Weather & Seasons,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4656,Instant Learning Centers 6,Weather & Seasons,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4657,Instant Learning Centers 7,Magnets,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4658,Instant Learning Centers 7,Magnets,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4659,Instant Learning Centers 7,Magnets,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4660,Instant Learning Centers 8,My Body,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4661,Instant Learning Centers 8,My Body,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4662,Instant Learning Centers 8,My Body,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4663,5 Senses Discovery Center,,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4664,5 Senses Discovery Center,,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4665,5 Senses Discovery Center,,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4666,Geosafari Metamorphic Rock Col,,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4667,Geosafari Mineral Collection,,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4668,Geosafari Sedimentary Rock Col,,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4669,Geosafari Fossils Collection,,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4670,Geosafari Igneous Rock Collect,,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4671,Weather Center,,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4672,Learn to Recycle Activity Kit,,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4673,Learn to Recycle Activity Kit,,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4674,Learn to Recycle Activity Kit,,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4675,Build & Learn Geometry Kit,,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4676,Build & Learn Geometry Kit,,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4677,Build & Learn Geometry Kit,,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4678,Fractions Hands-On-Kit,,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4679,Clip-Itz Lifecycle Card Set,,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4680,Clip-Itz Lifecycle Card Set,,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4681,Clip-Itz Lifecycle Card Set,,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4682,Clip-Itz Lifecycle Card Set,,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4683,0-30 Numberline Floormat,,Stephens Hall,110,,Learning Resources,,,,,,,,,,,,,,,,,,
4684,Step-By-Step Measurement,Floormat,Stephens Hall,110,,Learning Resources,,,,,,,,,,,,,,,,,,
4685,Math Mat Challenge Seasons,Talking Floormat-Sort & Match Science Game,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4686,Math Mat Challenge Seasons,Talking Floormat-Sort & Match Science Game,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4687,Math Mat Challenge Seasons,Talking Floormat-Sort & Match Science Game,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4688,Math Mat Challenge Seasons,Talking Floormat-Sort & Match Science Game,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4689,MathMat Challenge Animal Homes,Talking Floormat-Sort & Match Science Games,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4690,MathMat Challenge Animal Homes,Talking Floormat-Sort & Match Science Games,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4691,MathMat Challenge Animal Homes,Talking Floormat-Sort & Match Science Games,Stephens Hall,110,,Lakeshore,,,,,,,,,,,,,,,,,,
4692,Math Mat Challenge Five Senses,Talking Floormat-Sort & Match Science Games,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4693,Math Mat Challenge Five Senses,Talking Floormat-Sort & Match Science Games,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4694,Math Mat Challenge Five Senses,Talking Floormat-Sort & Match Science Games,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4695,3-D Magnetic Demonstation,Life Cycles,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4696,3-D Magnetic Demonstation,Life Cycles,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4697,Aneroid Sphygmomanometer,with Black Nylon Cuff,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4698,Aneroid Sphygmomanometer,with Black Nylon Cuff,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
4699,Aneroid Sphygmomanometer,with Black Nylon Cuff,Stephens Hall,110,, ,,,,,,,,,,,,,,,,,,
